desig,popular,type,con,ra_h,dec_deg,size_arcmin,mag,magband,sb
NGC7691,,GAL_SA,Peg,23.53972,15.8478,1.67,14.2,B,23.7
NGC424,,GAL_S0A,Scl,1.19083,-38.0833,1.66,14.12,V,23.37
NGC467,,GAL_S0,Psc,1.31917,3.3006,1.66,11.85,V,23.0
NGC619,,GAL_SB,Scl,1.58083,-36.4892,1.66,14.34,B,23.65
IC211,,GAL_SAB,Cet,2.18556,3.8525,1.66,14.5,B,23.29
NGC887,,GAL_SAB,Cet,2.32556,-16.0694,1.66,13.1,B,23.04
NGC939,,GAL_E,Eri,2.43917,-44.4458,1.66,14.06,B,23.97
NGC984,,GAL_S0A,Ari,2.57833,23.4128,1.66,14.5,B,24.52
NGC1534,,GAL_S0A,Ret,4.14583,-62.7972,1.66,13.76,B,23.42
NGC1642,,GAL_SA,Ori,4.71528,0.6183,1.66,12.9,B,23.04
NGC2532,,GAL_SAB,Lyn,8.17056,33.9564,1.66,12.9,B,22.73
NGC2595,,GAL_SA,Cnc,8.46167,21.4789,1.66,13.9,B,22.68
NGC2638,,GAL_S0A,Lyn,8.70694,37.2208,1.66,13.7,B,23.4
NGC2744NED02,,GAL_SB,Cnc,9.0775,18.4642,1.66,13.7,B,23.12
NGC2836,,GAL_SA,Car,9.22917,-69.3344,1.66,12.64,B,21.91
NGC2945,,GAL_ES0,Hya,9.62806,-22.035,1.66,13.23,B,23.18
NGC3043,,GAL_SB,UMa,9.93722,59.3069,1.66,13.3,B,22.5
NGC3084,,GAL_SA,Ant,9.98472,-27.1289,1.66,13.17,B,22.88
IC2594,,GAL_ES0,Hya,10.60083,-24.3231,1.66,13.39,B,23.34
NGC3451,,GAL_SA,LMi,10.90556,27.2397,1.66,13.5,B,22.6
NGC4133,,GAL_SAB,Dra,12.14694,74.9042,1.66,13.1,B,22.65
IC3152,,GAL_ES0,Hya,12.32667,-26.1456,1.66,13.28,B,23.3
NGC4436,,GAL_S0,Vir,12.46139,12.3158,1.66,12.98,V,23.75
NGC4630,,GAL_IRR,Vir,12.70833,3.96,1.66,13.4,B,22.6
NGC4713,,GAL_SA,Vir,12.83278,5.3114,1.66,12.3,B,21.97
NGC4751,,GAL_ES0,Cen,12.88056,-42.6597,1.66,12.99,B,22.87
NGC4789,,GAL_S0,Com,12.90528,27.0678,1.66,12.1,V,22.91
NGC4895,,GAL_S0,Com,13.005,28.2022,1.66,13.09,V,23.98
NGC5203,,GAL_ES0,Vir,13.53667,-8.7858,1.66,14.0,B,23.97
NGC5337,,GAL_SB,CVn,13.87306,39.6872,1.66,13.4,B,22.88
NGC5490,,GAL_E,Boo,14.16556,17.5456,1.66,15.5,V,23.03
NGC5608,,GAL_IRR,Boo,14.38806,41.7758,1.66,13.96,B,23.15
NGC5820,,GAL_S0,Boo,14.97778,53.8858,1.66,13.0,B,23.03
IC1081,,GAL_S0A,Lib,14.98167,-19.2392,1.66,14.77,B,24.22
NGC5945,,GAL_SA,Boo,15.49556,42.9186,1.66,14.1,B,23.52
IC4596,,GAL_SB,Sco,16.26778,-22.6253,1.66,14.96,B,23.83
NGC6146,,GAL_E,Her,16.41917,40.8928,1.66,13.8,B,23.47
IC4702,,GAL_S0A,Pav,18.38417,-59.2389,1.66,14.04,B,23.69
NGC6719,,GAL_GENERIC,Pav,19.05167,-68.5881,1.66,13.49,B,22.74
IC4970,,GAL_ES0,Pav,20.28222,-70.7494,1.66,13.88,V,24.36
IC1365NED01,,GAL_E,Equ,21.23194,2.5653,1.66,15.1,B,24.88
NGC7106,,GAL_SAB,Ind,21.71028,-52.6992,1.66,13.77,B,23.37
NGC7180,,GAL_ES0,Aqr,22.03806,-20.5478,1.66,13.61,B,23.33
NGC7201,,GAL_SA,PsA,22.10889,-31.2631,1.66,13.76,B,23.28
NGC7736,,GAL_S0,Aqr,23.70694,-19.4519,1.66,13.65,B,23.71
NGC92,,GAL_SA,Phe,0.35889,-48.6244,1.65,13.71,B,23.41
IC1630,,GAL_SA,Phe,1.13806,-46.7542,1.65,15.18,B,23.82
IC1628,,GAL_E,Scl,1.14667,-28.5819,1.65,13.5,B,23.49
NGC780,,GAL_SA,Tri,2.00944,28.225,1.65,14.6,B,23.86
NGC1627,,GAL_SA,Eri,4.62694,-4.8875,1.65,13.4,B,23.2
IC2152,,GAL_SB,Lep,5.96444,-23.1806,1.65,13.44,B,23.13
IC598,,GAL_S0A,UMa,10.21333,43.1453,1.65,13.8,B,23.28
NGC3225,,GAL_SA,UMa,10.41917,58.1497,1.65,13.3,B,22.98
IC2588,,GAL_SA,Ant,10.53056,-30.3842,1.65,13.65,B,23.27
IC727,,GAL_SA,Leo,11.74139,10.7836,1.65,15.0,B,23.71
NGC4483,,GAL_S0A,Vir,12.51139,9.0156,1.65,13.4,B,22.86
NGC4800,,GAL_SA,CVn,12.91056,46.5311,1.65,12.0,B,21.9
NGC4931,,GAL_S0,Com,13.05028,28.0322,1.65,14.4,B,24.23
NGC5051,,GAL_SAB,Hya,13.27194,-28.2856,1.65,14.02,B,23.16
NGC5129,,GAL_E,Vir,13.40278,13.9764,1.65,13.3,B,22.98
NGC5623,,GAL_E,Boo,14.4525,33.2525,1.65,12.53,V,23.58
NGC5809,,GAL_S0A,Lib,15.01417,-14.1653,1.65,14.1,B,23.94
IC4523,,GAL_SAB,Lup,15.08639,-43.5092,1.65,13.2,B,23.41
NGC6168,,GAL_SA,Her,16.5225,20.1847,1.65,15.22,B,23.31
NGC6662,,GAL_SA,Lyr,18.56944,32.0644,1.65,14.9,B,23.86
NGC6915,,GAL_SA,Aql,20.46278,-3.0767,1.65,13.77,B,23.39
IC5025,,GAL_SA,Oct,20.74944,-76.9844,1.65,15.42,B,23.87
NGC7012,,GAL_E,Mic,21.11278,-44.8144,1.65,13.67,B,23.59
IC1417,,GAL_SA,Aqr,22.00583,-13.1475,1.65,14.36,B,23.48
IC5224,,GAL_SA,Gru,22.50806,-45.9958,1.65,14.35,B,23.34
NGC7364,,GAL_S0A,Aqr,22.73972,0.1619,1.65,13.8,B,23.19
NGC7515,,GAL_SA,Peg,23.21333,12.6792,1.65,14.0,B,22.95
IC1496,,GAL_S0A,Psc,23.515,-2.9342,1.65,14.41,B,24.03
IC5376,,GAL_SA,And,0.02194,34.5256,1.64,15.0,B,23.82
NGC7816,,GAL_SA,Psc,0.06333,7.4786,1.64,14.0,B,23.69
NGC393,,GAL_E,And,1.14333,39.6442,1.64,13.3,B,23.55
NGC454NED01,,GAL_E,Phe,1.23917,-55.4014,1.64,13.11,B,22.94
NGC485,,GAL_SA,Psc,1.35778,7.0181,1.64,14.2,B,23.38
NGC502,,GAL_S0,Psc,1.38194,9.0492,1.64,13.8,B,23.57
NGC751,,GAL_E,Tri,1.95917,33.2031,1.64,12.9,B,23.39
NGC940,,GAL_S0,Tri,2.49083,31.6408,1.64,13.4,B,23.15
NGC980,,GAL_S0,And,2.58833,40.9264,1.64,14.3,B,23.99
NGC1100,,GAL_SA,Eri,2.75972,-17.6889,1.64,14.03,B,23.48
NGC2347,,GAL_SA,Cam,7.26778,64.7089,1.64,13.2,B,22.9
NGC2644,,GAL_SA,Hya,8.69194,4.9803,1.64,13.4,B,22.73
IC2406,,GAL_S0A,Cnc,8.80139,17.7022,1.64,14.4,B,23.82
IC564,,GAL_SAB,Sex,9.7725,3.0711,1.64,14.1,B,22.94
NGC3285B,,GAL_SA,Hya,10.57667,-27.6531,1.64,13.89,B,23.27
NGC3913,,GAL_SA,UMa,11.84417,55.3536,1.64,14.2,B,23.03
NGC4169,,GAL_S0,Com,12.20528,29.1792,1.64,12.34,V,22.93
NGC4187,,GAL_E,CVn,12.22444,50.7414,1.64,14.18,B,24.06
NGC4194,Medusa Galaxy Merger,GAL_SB,UMa,12.23556,54.5267,1.64,13.3,V,22.44
IC3259,,GAL_SAB,Vir,12.39667,7.1867,1.64,14.7,B,23.45
NGC4352,,GAL_S0,Vir,12.40139,11.2181,1.64,14.0,B,23.2
NGC4491,,GAL_SB,Vir,12.51556,11.4833,1.64,12.55,V,22.88
NGC4628,,GAL_SA,Vir,12.70667,-6.9708,1.64,13.8,B,23.13
NGC4915,,GAL_E,Vir,13.02417,-4.5467,1.64,14.0,B,22.84
IC4225,,GAL_S0A,CVn,13.33333,31.9814,1.64,15.1,B,24.44
NGC5165,,GAL_ES0,Vir,13.47722,11.3869,1.64,14.6,B,24.33
IC903,,GAL_SA,Vir,13.64056,0.2278,1.64,13.62,V,23.55
NGC5260,,GAL_SA,Hya,13.67194,-23.8581,1.64,13.63,B,23.37
IC4367,,GAL_SAB,Cen,14.09333,-39.2031,1.64,13.0,B,22.74
NGC5928,,GAL_S0,---,15.43417,18.0736,1.64,13.8,B,23.47
NGC6027,,GAL_S0A,---,15.98667,20.7633,1.64,13.4,B,25.05
IC4647,,GAL_S0,Aps,17.43417,-80.1947,1.64,14.47,B,
IC1262,,GAL_E,Her,17.55056,43.7594,1.64,14.9,B,24.6
NGC6614,,GAL_ES0,Pav,18.41833,-63.2481,1.64,13.8,B,23.59
IC4722,,GAL_SA,Pav,18.57556,-57.7928,1.64,13.66,B,23.06
NGC6688,,GAL_S0A,Lyr,18.67778,36.2894,1.64,13.9,B,23.66
NGC6653,,GAL_E,Pav,18.74389,-73.2631,1.64,13.47,B,23.31
NGC6702,,GAL_E,Lyr,18.78278,45.7056,1.64,13.05,V,23.19
NGC6744A,,GAL_IRR,Pav,19.14556,-63.7306,1.64,15.15,B,24.07
IC4866,,GAL_SAB,Pav,19.57639,-61.1456,1.64,13.89,B,23.37
IC4877,,GAL_S0,Tel,19.63194,-51.9914,1.64,14.61,B,24.31
IC4961,,GAL_SAB,Tel,20.19139,-53.1247,1.64,15.07,B,23.72
NGC6916,,GAL_SB,Cyg,20.39222,58.3439,1.64,15.3,B,24.72
IC5323,,GAL_S0A,Tuc,23.46028,-67.8156,1.64,14.04,B,23.72
IC1504,,GAL_SA,Psc,23.68833,4.0172,1.64,14.5,B,23.39
NGC165,,GAL_SA,Cet,0.60806,-10.1058,1.63,13.08,V,23.45
IC1616,,GAL_SA,Scl,1.08194,-27.4292,1.63,12.89,V,23.12
IC1734,,GAL_SA,For,1.82139,-32.7422,1.63,13.59,B,23.2
NGC833,,GAL_SAB,Cet,2.15556,-10.1331,1.63,13.0,V,23.14
NGC845,,GAL_SA,And,2.20556,37.4772,1.63,14.5,B,23.1
NGC899,,GAL_IRR,Cet,2.36444,-20.8231,1.63,13.08,B,22.63
IC2171,,GAL_IRR,CMa,6.74083,-17.9325,1.63,15.19,B,23.58
NGC2695,,GAL_S0,Hya,8.9075,-3.0667,1.63,13.3,B,22.65
NGC2697,,GAL_S0A,Hya,8.91639,-2.9872,1.63,13.6,B,23.26
NGC2716,,GAL_S0A,Hya,8.96,3.09,1.63,13.7,B,22.84
NGC2947,,GAL_SAB,Hya,9.60167,-12.4367,1.63,13.4,B,
NGC3090,,GAL_E,Sex,10.00806,-2.9689,1.63,14.2,B,23.53
NGC3274,,GAL_SA,Leo,10.53806,27.6686,1.63,13.3,B,22.4
IC721,,GAL_GENERIC,Crt,11.70806,-8.3403,1.63,15.5,B,23.57
NGC3952,,GAL_SB,Vir,11.89444,-3.9967,1.63,13.84,B,22.06
NGC4014,,GAL_S0A,Com,11.97667,16.1772,1.63,13.5,B,23.19
NGC4108,,GAL_SA,Dra,12.1125,67.1631,1.63,13.04,B,22.67
NGC4148,,GAL_S0A,CVn,12.16889,35.8775,1.63,14.6,B,24.14
NGC4411,,GAL_SA,Vir,12.44167,8.8719,1.63,14.4,B,22.69
NGC4506,,GAL_SAB,Com,12.53639,13.4194,1.63,13.63,B,23.18
NGC4541,,GAL_SAB,Vir,12.58639,0.2208,1.63,14.0,B,23.04
NGC4626,,GAL_SB,Vir,12.70667,-7.0442,1.63,14.0,B,22.8
IC4366,,GAL_SA,Cen,14.08639,-33.7597,1.63,13.6,B,22.86
NGC5592,,GAL_SA,Hya,14.39833,-28.6881,1.63,12.71,V,22.7
NGC5980,,GAL_SA,---,15.69167,15.7875,1.63,13.3,B,22.32
IC4578,,GAL_SB,Aps,15.88639,-74.8253,1.63,13.9,B,23.06
NGC6063,,GAL_SA,---,16.12028,7.9789,1.63,14.1,B,23.24
IC1263,,GAL_SA,Her,17.55167,43.8219,1.63,14.8,B,23.82
NGC6524,,GAL_ES0,Her,17.9875,45.8869,1.63,14.0,B,23.65
NGC6547,,GAL_S0A,Her,18.08583,25.2325,1.63,14.3,B,23.94
IC4789,,GAL_SA,Pav,18.93806,-68.5669,1.63,14.02,B,23.1
NGC6761,,GAL_SB,Tel,19.25139,-50.6567,1.63,13.67,V,24.0
NGC6841,,GAL_E,Sgr,19.96333,-31.8106,1.63,13.44,B,23.66
NGC7061,,GAL_E,Gru,21.45722,-49.0633,1.63,14.15,B,24.04
NGC7080,,GAL_SA,Peg,21.50056,26.7178,1.63,12.33,V,22.94
IC5130,,GAL_SA,Ind,21.83972,-73.9975,1.63,14.53,B,23.45
NGC7289,,GAL_S0,PsA,22.48889,-35.4717,1.63,14.2,B,24.02
NGC7404,,GAL_ES0,Gru,22.90528,-39.3147,1.63,13.64,B,23.39
NGC7612,,GAL_S0,Peg,23.32889,8.5764,1.63,14.3,B,23.52
NGC7649,,GAL_E,Peg,23.40556,14.6469,1.63,15.65,B,25.25
NGC98,,GAL_SB,Phe,0.38056,-45.2689,1.62,13.59,B,23.08
NGC252,,GAL_S0A,And,0.80056,27.6236,1.62,12.49,V,23.11
IC1627,,GAL_SB,Phe,1.13639,-46.0942,1.62,13.71,B,23.01
NGC516,,GAL_S0,Psc,1.40194,9.5517,1.62,14.3,B,23.95
IC107,,GAL_E,Psc,1.42333,14.8644,1.62,13.78,B,24.13
NGC570,,GAL_SA,Cet,1.48306,0.9489,1.62,14.2,B,23.32
NGC665,,GAL_S0,Psc,1.74889,10.4228,1.62,13.5,B,22.95
IC163,,GAL_SB,Ari,1.82056,20.7111,1.62,13.8,B,23.05
NGC865,,GAL_SA,Tri,2.27056,28.5994,1.62,14.0,B,22.41
NGC1315,,GAL_S0A,Eri,3.38528,-21.3753,1.62,13.46,B,23.4
NGC3127,,GAL_SA,Hya,10.10667,-16.1258,1.62,14.0,B,23.46
NGC3250A,,GAL_SA,Ant,10.46472,-40.0814,1.62,15.67,B,24.28
NGC3752,,GAL_SAB,Dra,11.54194,74.6275,1.62,13.7,B,22.99
NGC3779,,GAL_SB,Crt,11.6475,-10.5839,1.62,14.42,B,23.55
NGC4015NED01,,GAL_ES0,Com,11.97833,25.0364,1.62,14.2,B,23.7
NGC4370,,GAL_SB,Vir,12.41528,7.4447,1.62,13.84,V,23.01
NGC4428,,GAL_SAB,Vir,12.45778,-8.1678,1.62,14.5,B,22.28
NGC4581,,GAL_E,Vir,12.63444,1.4775,1.62,13.4,B,23.12
NGC4603D,,GAL_SAB,Cen,12.70194,-40.8206,1.62,12.8,V,23.42
IC810,,GAL_S0A,Vir,12.7025,12.5967,1.62,14.7,B,23.96
NGC5056,,GAL_SAB,Com,13.26972,30.9503,1.62,13.6,B,22.92
NGC5149,,GAL_SB,CVn,13.43556,35.9342,1.62,13.8,B,23.15
NGC5347,,GAL_SA,CVn,13.88806,33.4906,1.62,12.7,V,23.03
NGC5374,,GAL_SB,Vir,13.95806,6.0969,1.62,13.7,B,23.34
NGC5397,,GAL_ES0,Cen,14.01917,-33.9456,1.62,13.79,B,23.66
NGC5461,,HII,UMa,14.06139,54.3178,1.62,14.38,B,
NGC5667,,GAL_SA,Dra,14.50639,59.4697,1.62,13.1,B,22.51
NGC5745,,GAL_TRIPLET,Lib,14.75056,-13.9458,1.62,14.0,B,22.79
NGC6177,,GAL_SB,Her,16.51056,35.0564,1.62,14.8,B,24.14
IC4635,,GAL_SAB,Aps,17.26056,-77.4892,1.62,13.94,B,23.77
IC4661,,GAL_SA,Aps,17.85056,-74.0322,1.62,13.48,B,23.04
IC5131,,GAL_ES0,PsA,21.79028,-34.8833,1.62,12.36,V,23.07
IC5145,,GAL_SA,Peg,21.90639,15.1567,1.62,14.7,B,23.85
IC5202,,GAL_GENERIC,Tuc,22.38194,-65.8028,1.62,14.67,B,23.57
NGC7291,,GAL_S0,Peg,22.475,16.7831,1.62,14.8,B,24.48
NGC7653,,GAL_SA,Peg,23.41333,15.2756,1.62,11.91,V,23.11
IC1597,,GAL_SB,Tuc,0.89194,-58.1069,1.61,15.01,B,23.79
NGC307,,GAL_S0,Cet,0.94222,-1.7717,1.61,14.1,B,23.49
NGC466,,GAL_S0A,Tuc,1.28667,-58.9097,1.61,13.58,B,23.36
NGC586,,GAL_SA,Cet,1.52667,-6.8939,1.61,13.16,V,23.57
IC340,,GAL_S0A,Eri,3.65806,-13.115,1.61,14.76,B,24.25
NGC1470,,GAL_SA,Eri,3.86917,-8.9992,1.61,15.0,B,23.53
NGC1670,,GAL_S0,Ori,4.82833,-2.7606,1.61,14.1,B,23.85
NGC1710,,GAL_ES0,Lep,4.95444,-15.2889,1.61,14.0,B,24.0
IC472,,GAL_SA,Lyn,7.73056,49.6142,1.61,14.5,B,23.83
NGC2576,,GAL_SAB,Cnc,8.38278,25.7386,1.61,15.4,B,23.81
NGC2639,,GAL_SA,UMa,8.72694,50.2056,1.61,11.65,V,22.24
IC2428,,GAL_SA,Cnc,9.05417,30.5911,1.61,14.7,B,23.29
NGC2769,,GAL_SA,UMa,9.17556,50.4331,1.61,13.8,B,23.05
NGC3007,,GAL_S0A,Sex,9.79583,-6.4381,1.61,15.0,B,23.98
NGC3385,,GAL_S0,Sex,10.80306,4.9275,1.61,13.7,B,23.39
NGC3598,,GAL_ES0,Leo,11.25306,17.2625,1.61,13.5,B,23.28
NGC3888,,GAL_SAB,UMa,11.79278,55.9669,1.61,12.6,B,22.28
NGC4175,,GAL_SB,Com,12.20833,29.1683,1.61,13.45,V,22.91
NGC4455,,GAL_SB,Com,12.47889,22.8203,1.61,15.5,B,21.98
IC3499,,GAL_S0A,Vir,12.56222,10.9956,1.61,14.5,B,23.76
NGC4584,,GAL_SA,Vir,12.63806,13.1097,1.61,13.77,B,23.32
NGC4640,,GAL_S0A,Vir,12.71583,12.2869,1.61,15.2,B,23.89
NGC4717,,GAL_SA,Vir,12.84278,-9.4631,1.61,15.0,B,23.43
NGC4997,,GAL_ES0,Vir,13.16417,-16.5156,1.61,13.0,B,23.74
IC4319,,GAL_SA,Hya,13.72417,-29.8033,1.61,14.35,B,23.3
NGC5327,,GAL_SA,Vir,13.86778,-2.2067,1.61,13.6,B,23.17
NGC5520,,GAL_SA,Boo,14.20639,50.3483,1.61,13.3,B,22.58
IC1125,,GAL_SA,---,15.55167,-1.6281,1.61,13.8,B,23.49
NGC6023,,GAL_E,---,15.96389,16.31,1.61,14.7,B,24.13
NGC6150,,GAL_E,Her,16.43056,40.4883,1.61,14.9,B,24.27
NGC6328,,GAL_SAB,Ara,17.39444,-65.0103,1.61,13.2,V,23.02
IC4653,,GAL_S0A,Ara,17.45167,-60.8794,1.61,13.25,B,22.96
NGC6372,,GAL_SA,Her,17.45889,26.475,1.61,14.1,B,23.04
IC4680,,GAL_SA,Pav,18.225,-64.4767,1.61,13.91,B,23.19
IC4844,,GAL_SB,Tel,19.31722,-56.0269,1.61,14.04,B,23.36
IC4906,,GAL_ES0,Pav,19.94667,-60.4681,1.61,13.72,B,23.55
NGC6867,,GAL_SB,Tel,20.175,-54.7831,1.61,13.92,B,22.98
NGC6878,,GAL_SAB,Sgr,20.23139,-44.5267,1.61,12.42,V,23.23
IC4980,,GAL_S0A,Pav,20.25806,-57.9128,1.61,14.23,B,23.66
IC1313,,GAL_SA,Cap,20.31194,-16.9458,1.61,13.5,B,23.81
NGC7216,,GAL_E,Ind,22.21,-68.6617,1.61,13.41,B,23.41
NGC7495,,GAL_SAB,Peg,23.14917,12.0478,1.61,14.7,B,23.44
NGC7591,,GAL_SB,Psc,23.30417,6.5856,1.61,13.8,B,23.05
NGC132,,GAL_SAB,Cet,0.50306,2.0933,1.6,13.8,B,23.21
NGC448,,GAL_S0,Cet,1.25444,-1.6258,1.6,13.2,B,23.04
IC1670A,,GAL_SA,Cet,1.31333,-16.8031,1.6,14.77,B,23.56
IC167,,GAL_SA,Ari,1.8525,21.9128,1.6,14.0,B,22.95
NGC702,,GAL_PAIR,Cet,1.85528,-4.0517,1.6,,V,
NGC735,,GAL_SA,Tri,1.94389,34.1767,1.6,13.9,B,22.91
NGC785,,GAL_E,Tri,2.02778,31.8264,1.6,13.9,B,23.71
NGC982,,GAL_SA,And,2.59028,40.8694,1.6,13.2,B,22.45
IC307,,GAL_SA,Cet,3.22917,0.2414,1.6,14.6,B,23.89
NGC1405,,GAL_S0,Eri,3.67167,-15.5303,1.6,16.0,B,24.7
IC387,,GAL_SAB,Eri,4.69556,-7.0858,1.6,13.85,B,23.32
NGC1751,,GLOBULAR,Dor,4.90333,-69.8056,1.6,11.73,V,
NGC1754,,GLOBULAR,Men,4.90528,-70.4422,1.6,11.57,V,
NGC1833,,CLUSTERNEB,Men,5.07333,-70.7281,1.6,,V,
NGC1924,,GAL_SB,Ori,5.46694,-5.3106,1.6,13.0,B,22.76
NGC2005,,GLOBULAR,Dor,5.50306,-69.7522,1.6,11.57,V,
IC2161,,GLOBULAR,Men,5.95667,-75.1392,1.6,14.24,V,
NGC2377,,GAL_SA,Mon,7.41556,-9.6592,1.6,14.77,V,22.96
NGC2560,,GAL_S0A,Cnc,8.33083,20.9847,1.6,14.9,B,23.79
NGC2550A,,GAL_SA,Cam,8.47778,73.7478,1.6,13.44,B,23.09
NGC2891,,GAL_ES0,Ant,9.44917,-24.7831,1.6,13.3,B,23.24
NGC3136A,,GAL_IRR,Car,10.05917,-67.4483,1.6,15.6,B,23.88
NGC3395,,GAL_SA,LMi,10.83056,32.9828,1.6,12.1,V,21.65
NGC3638,,GAL_SA,Crt,11.33583,-8.1056,1.6,15.0,B,23.65
NGC3701,,GAL_SA,Leo,11.49139,24.0933,1.6,14.1,B,22.7
NGC3753,,GAL_SB,Leo,11.63167,21.9814,1.6,14.6,B,23.57
NGC4292,,GAL_S0,Vir,12.35417,4.5956,1.6,12.21,V,22.84
NGC4328,,GAL_ES0,Com,12.38889,15.8203,1.6,14.04,B,23.94
NGC4377,,GAL_ES0,Com,12.41972,14.7619,1.6,12.5,B,22.43
NGC4528,,GAL_S0,Vir,12.56806,11.3211,1.6,12.06,V,22.6
NGC4620,,GAL_S0,Vir,12.69944,12.9428,1.6,14.0,B,23.15
NGC4690,,GAL_ES0,Vir,12.79889,-1.6558,1.6,14.0,B,23.32
NGC4952,,GAL_E,Com,13.08278,29.1222,1.6,13.01,V,23.58
NGC5098,,GAL_PAIR,CVn,13.33778,33.1442,1.6,,V,
NGC5109,,GAL_SA,UMa,13.34778,57.6447,1.6,13.6,B,22.18
IC892,,GAL_S0,Vir,13.52917,-2.7131,1.6,14.5,B,24.25
IC4298,,GAL_SA,Hya,13.60944,-26.5539,1.6,14.16,B,23.39
IC4315,,GAL_GENERIC,Hya,13.6675,-25.4742,1.6,14.99,B,23.41
NGC5349,,GAL_SB,CVn,13.88667,37.8831,1.6,15.1,B,23.88
NGC5507,,GAL_S0,Vir,14.22194,-3.1489,1.6,12.46,V,23.15
NGC5600,,GAL_SAB,Boo,14.39694,14.6386,1.6,11.9,B,22.65
NGC5653,,GAL_SA,Boo,14.50278,31.2153,1.6,12.7,B,22.52
NGC5679,,GAL_TRIPLET,Vir,14.58556,5.3564,1.6,,V,
NGC7204,,GAL_PAIR,PsA,22.11472,-31.0514,1.6,,V,
NGC7351,,GAL_S0,Aqr,22.69056,-4.4444,1.6,13.0,B,23.32
NGC7824,,GAL_SA,Psc,0.085,6.92,1.59,14.5,B,23.86
NGC329,,GAL_SA,Cet,0.96694,-5.0708,1.59,13.0,B,23.41
IC1610,,GAL_S0A,Cet,1.02833,-15.5678,1.59,13.86,B,23.6
NGC509,,GAL_S0A,Psc,1.38972,9.4333,1.59,14.7,B,24.29
NGC1162,,GAL_E,Eri,2.98194,-12.3983,1.59,13.0,B,23.69
NGC1285,,GAL_SA,Eri,3.29806,-7.2978,1.59,13.3,B,22.89
NGC1506,,GAL_ES0,Dor,4.00583,-52.5733,1.59,14.55,B,23.92
NGC2328,,GAL_ES0,Pup,7.04306,-42.0683,1.59,13.04,B,22.94
NGC2418,,GAL_E,Gem,7.61056,17.8839,1.59,13.7,B,23.54
NGC2955,,GAL_SAB,LMi,9.68806,35.8822,1.59,13.9,B,22.89
IC2510,,GAL_SA,Ant,9.79528,-32.8372,1.59,15.5,B,
NGC3025,,GAL_S0,Hya,9.82444,-21.7419,1.59,13.88,B,23.68
NGC3053,,GAL_SA,Leo,9.92583,16.4328,1.59,13.7,B,23.21
NGC3512,,GAL_SA,LMi,11.0675,28.0367,1.59,12.87,V,22.62
NGC3606,,GAL_E,Hya,11.27083,-33.8275,1.59,13.42,B,23.28
NGC3674,,GAL_S0,UMa,11.44056,57.0483,1.59,13.1,B,22.68
IC716,,GAL_SA,Vir,11.65056,0.2058,1.59,14.8,B,23.42
NGC3875,,GAL_S0A,Leo,11.76333,19.7672,1.59,14.8,B,23.98
NGC4458,,GAL_E,Vir,12.48278,13.2417,1.59,12.07,V,22.79
NGC4668,,GAL_SA,Vir,12.75889,0.5356,1.59,13.5,B,22.82
NGC4685,,GAL_ES0,Com,12.78639,19.4642,1.59,13.8,B,23.35
NGC4749,,GAL_SA,Dra,12.85306,71.6367,1.59,14.2,B,23.27
NGC4813,,GAL_S0,Vir,12.94306,-6.8178,1.59,15.0,B,23.81
NGC5103,,GAL_S0,CVn,13.34167,43.0839,1.59,13.6,B,23.16
NGC5141,,GAL_S0,CVn,13.41417,36.3783,1.59,13.9,B,23.52
NGC5990,,GAL_SAB,---,15.77083,2.4153,1.59,13.1,B,22.62
NGC6107,,GAL_E,CrB,16.28889,34.9017,1.59,14.7,B,24.69
NGC6570,,GAL_SB,Oph,18.18528,14.0931,1.59,13.2,B,22.49
IC4836,,GAL_GENERIC,Pav,19.27167,-60.2003,1.59,12.65,V,22.81
IC4884,,GAL_S0,Pav,19.71139,-58.1283,1.59,14.72,B,24.34
IC4964,,GAL_SA,Pav,20.28972,-73.8856,1.59,14.6,B,23.3
NGC6890,,GAL_SB,Sgr,20.30472,-44.8067,1.59,14.02,V,22.54
IC5147,,GAL_SA,Ind,21.99056,-65.45,1.59,15.11,B,24.12
IC5175,,GAL_SA,Gru,22.21306,-38.1272,1.59,14.14,B,23.78
IC5263,,GAL_S0A,Ind,22.97056,-69.0519,1.59,14.23,B,23.92
NGC7536,,GAL_SB,Peg,23.23667,13.4264,1.59,13.43,V,23.2
NGC7713A,,GAL_SA,Scl,23.61889,-37.7142,1.59,13.3,B,22.73
IC164,,GAL_E,Cet,1.81889,-3.9042,1.58,13.5,B,23.9
IC1746,,GAL_S0,Psc,1.90667,4.8039,1.58,15.1,B,24.66
NGC857,,GAL_S0,For,2.21028,-31.9444,1.58,13.45,B,23.23
NGC935,,GAL_SA,Ari,2.46944,19.5989,1.58,12.82,V,23.14
NGC1098,,GAL_ES0,Eri,2.74806,-17.6592,1.58,13.62,B,23.43
NGC1214,,GAL_S0A,Eri,3.11556,-9.5442,1.58,15.13,B,24.58
NGC1234,,GAL_SA,Eri,3.16056,-7.8458,1.58,14.4,B,24.27
NGC1329,,GAL_SA,Eri,3.43417,-17.5914,1.58,13.38,B,23.11
NGC1668,,GAL_ES0,Cae,4.76806,-44.7331,1.58,13.76,B,23.52
NGC1721,,GAL_S0,Eri,4.98806,-11.1183,1.58,13.0,B,23.52
NGC1993,,GAL_ES0,Lep,5.59056,-17.8153,1.58,13.41,B,23.33
NGC2497,,GAL_E,Lyn,8.03639,56.9422,1.58,14.5,B,24.22
